127.0.0.1 - - [28/Jan/2017:09:40:13 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10307
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/CSS/public.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/CSS/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/img/logo1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/img/principal.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/img/picture.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/img/clear.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:40:16 +0800] "GET /message_board/img/logo2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:29 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10307
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /message_board/CSS/public.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /message_board/CSS/main.css HTTP/1.1" 200 6081
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /message_board/img/logo1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /message_board/img/logo2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /message_board/img/picture.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /message_board/img/principal.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /message_board/img/clear.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:30 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:39 +0800] "GET /message_board/index.jsp HTTP/1.1" 200 13382
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:39 +0800] "GET /message_board/img/latest.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:39 +0800] "GET /message_board/img/hot.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:42:39 +0800] "GET /message_board/img/department.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:43:43 +0800] "GET /message_board/index.jsp HTTP/1.1" 200 13382
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:43:52 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10307
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:43:59 +0800] "GET /message_board/Principal_detail.jsp?index=0 HTTP/1.1" 200 7619
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:44:03 +0800] "GET /message_board/Principal_detail.jsp?index=1 HTTP/1.1" 200 6209
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:44:08 +0800] "GET /message_board/Principal_detail.jsp?index=0 HTTP/1.1" 200 7619
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:44:15 +0800] "GET /message_board/Principal_detail.jsp?index=10 HTTP/1.1" 200 6652
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:44:23 +0800] "GET /message_board/Principal_detail.jsp?index=13 HTTP/1.1" 200 6464
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:44:34 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 10279
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:48:35 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 11081
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:48:35 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 11081
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:48:35 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 11081
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:48:37 +0800] "GET /message_board/Department_detail.jsp?index=0 HTTP/1.1" 200 7799
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:48:43 +0800] "GET /message_board/Department_detail.jsp?index=1 HTTP/1.1" 200 6389
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:49:23 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10307
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:49:31 +0800] "GET /message_board/Principal_detail.jsp?index=11 HTTP/1.1" 200 6443
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:49:37 +0800] "GET /message_board/Principal_detail.jsp?index=13 HTTP/1.1" 200 6464
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:49:43 +0800] "GET /message_board/Principal_detail.jsp?index=13 HTTP/1.1" 200 6464
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:49:53 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 11081
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:49:58 +0800] "GET /message_board/Department_detail.jsp?index=13 HTTP/1.1" 200 6644
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:58:39 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 11081
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:58:50 +0800] "GET /message_board/College.jsp HTTP/1.1" 200 10926
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:58:50 +0800] "GET /message_board/img/college.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:59:51 +0800] "GET /message_board/College.jsp HTTP/1.1" 200 10926
0:0:0:0:0:0:0:1 - - [28/Jan/2017:09:59:54 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:00:04 +0800] "GET /message_board/Principal_detail.jsp?index=1 HTTP/1.1" 500 3620
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:00:38 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:00:39 +0800] "GET /message_board/Principal_detail.jsp?index=1 HTTP/1.1" 500 3620
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:00:43 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:01:00 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:01:01 +0800] "GET /message_board/Principal_detail.jsp?index=4 HTTP/1.1" 200 6756
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:01:07 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:01:09 +0800] "GET /message_board/Principal_detail.jsp?index=15 HTTP/1.1" 200 7254
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:01:11 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 11091
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:01:27 +0800] "GET /message_board/Principal_detail.jsp?index=13 HTTP/1.1" 200 6464
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:01:34 +0800] "GET /message_board/Principal_detail.jsp?index=1 HTTP/1.1" 200 6209
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:02:34 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:02:43 +0800] "GET /message_board/Principal_detail.jsp?index=2 HTTP/1.1" 500 3983
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:10:00 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:10:01 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:10:06 +0800] "GET /message_board/Principal_detail.jsp?index=7 HTTP/1.1" 500 4582
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:12:37 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:12:40 +0800] "GET /message_board/Principal_detail.jsp?index=5 HTTP/1.1" 500 2546
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:13:00 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:13:03 +0800] "GET /message_board/Principal_detail.jsp?index=15 HTTP/1.1" 500 2550
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:13:53 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:13:57 +0800] "GET /message_board/Principal_detail.jsp?index=9 HTTP/1.1" 200 6401
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:14:04 +0800] "GET /message_board/Principal_detail.jsp?index=15 HTTP/1.1" 200 6464
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:15:34 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 11091
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:15:38 +0800] "GET /message_board/Department_detail.jsp?index=17 HTTP/1.1" 200 7434
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:15:46 +0800] "GET /message_board/Department_detail.jsp?index=29 HTTP/1.1" 200 6414
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:15:50 +0800] "GET /message_board/College.jsp HTTP/1.1" 200 10926
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:15:55 +0800] "GET /message_board/Principal_detail.jsp?index=35 HTTP/1.1" 200 6138
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:15:56 +0800] "GET /message_board/Principal_detail.jsp?index=37 HTTP/1.1" 200 6304
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:15:56 +0800] "GET /message_board/Principal_detail.jsp?index=36 HTTP/1.1" 200 6372
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:16:03 +0800] "GET /message_board/Principal_detail.jsp?index=44 HTTP/1.1" 200 6161
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:16:11 +0800] "GET /message_board/College.jsp HTTP/1.1" 200 10926
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:16:16 +0800] "GET /message_board/index.jsp HTTP/1.1" 200 13382
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:16:22 +0800] "GET /message_board/index.jsp HTTP/1.1" 200 13382
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:16:22 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:16:27 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10309
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:16:40 +0800] "GET /message_board/index.jsp HTTP/1.1" 200 13382
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:20:51 +0800] "GET /message_board/Principal.jsp HTTP/1.1" 200 10174
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:20:51 +0800] "GET /message_board/College.jsp HTTP/1.1" 200 10800
0:0:0:0:0:0:0:1 - - [28/Jan/2017:10:20:53 +0800] "GET /message_board/Department.jsp HTTP/1.1" 200 10951
